date,temperature,humidity,luminosity
2022-11-17 15:44:37.442,10.8,0.0,52
2022-11-17 15:44:34.398,10.8,0.0,50
2022-11-17 15:44:31.354,10.8,0.0,50
2022-11-17 15:44:28.311,10.8,0.0,51
2022-11-17 15:44:25.268,10.7,0.0,50
2022-11-17 15:44:22.224,10.7,0.0,49
2022-11-17 15:44:19.180,10.7,0.0,51
2022-11-17 15:44:16.136,10.8,0.0,51
2022-11-17 15:44:13.093,10.8,0.0,51
2022-11-17 15:44:10.051,10.8,0.0,51
2022-11-17 15:44:07.008,10.8,0.0,51
2022-11-17 15:44:03.965,10.8,0.0,52
2022-11-17 15:44:00.922,10.8,0.0,52
2022-11-17 15:43:57.878,10.8,0.0,53
2022-11-17 15:43:54.836,10.8,0.0,52
2022-11-17 15:43:51.791,10.8,0.0,51
2022-11-17 15:43:48.749,10.7,0.0,52
2022-11-17 15:43:45.706,10.7,0.0,52
2022-11-17 15:43:42.663,10.7,0.0,52
2022-11-17 15:43:39.620,10.7,0.0,51
2022-11-17 15:43:36.577,10.7,0.0,52
2022-11-17 15:43:33.533,10.7,0.0,53
2022-11-17 15:43:30.490,10.7,0.0,53
2022-11-17 15:43:27.448,10.8,0.0,52
2022-11-17 15:43:24.404,10.7,0.0,51
2022-11-17 15:43:21.360,10.6,0.0,52
2022-11-17 15:43:18.317,10.7,0.0,53
2022-11-17 15:43:15.274,10.7,0.0,51
2022-11-17 15:43:12.230,10.7,0.0,51
2022-11-17 15:43:09.186,10.8,0.0,52
2022-11-17 15:43:06.143,10.8,0.0,49
2022-11-17 15:43:03.100,10.7,0.0,50
2022-11-17 15:43:00.056,10.8,0.0,50
2022-11-17 15:42:57.013,10.7,0.0,52
2022-11-17 15:42:53.970,10.6,0.0,52
2022-11-17 15:42:50.927,10.6,0.0,52
2022-11-17 15:42:47.885,10.6,0.0,53
2022-11-17 15:42:44.842,10.7,0.0,52
2022-11-17 15:42:41.799,10.6,0.0,52
2022-11-17 15:42:38.757,10.6,0.0,52
2022-11-17 15:42:35.713,10.6,0.0,53
2022-11-17 15:42:32.669,10.6,0.0,52
2022-11-17 15:42:29.625,10.7,0.0,52
2022-11-17 15:42:26.583,10.7,0.0,50
2022-11-17 15:42:23.540,10.6,0.0,51
2022-11-17 15:42:20.495,10.7,0.0,52
2022-11-17 15:42:17.452,10.6,0.0,52
2022-11-17 15:42:14.409,10.7,0.0,52
2022-11-17 15:42:11.365,10.7,0.0,53
2022-11-17 15:42:08.322,10.6,0.0,53
2022-11-17 15:42:05.280,10.7,0.0,52
2022-11-17 15:42:02.236,10.7,0.0,53
2022-11-17 15:41:59.193,10.5,0.0,52
2022-11-17 15:41:56.150,10.5,0.0,52
2022-11-17 15:41:53.107,10.6,0.0,52
2022-11-17 15:41:50.063,10.6,0.0,53
2022-11-17 15:41:47.020,10.6,0.0,53
2022-11-17 15:41:43.978,10.6,0.0,51
2022-11-17 15:41:40.935,10.6,0.0,51
2022-11-17 15:41:37.891,10.7,0.0,53
2022-11-17 15:41:34.849,10.6,0.0,52
2022-11-17 15:41:31.806,10.7,0.0,52
2022-11-17 15:41:28.764,10.7,0.0,53
2022-11-17 15:41:25.721,10.7,0.0,53
2022-11-17 15:41:22.677,10.6,0.0,51
2022-11-17 15:41:19.634,10.7,0.0,52
2022-11-17 15:41:16.590,10.6,0.0,52
2022-11-17 15:41:13.546,10.6,0.0,49
2022-11-17 15:41:10.503,10.6,0.0,51
2022-11-17 15:41:07.460,10.6,0.0,52
2022-11-17 15:41:04.417,10.6,0.0,52
2022-11-17 15:41:01.373,10.5,0.0,52
2022-11-17 15:40:58.329,10.6,0.0,52
2022-11-17 15:40:55.287,10.6,0.0,51
2022-11-17 15:40:52.243,10.5,0.0,52
2022-11-17 15:40:49.200,10.6,0.0,52
2022-11-17 15:40:46.157,10.6,0.0,52
2022-11-17 15:40:43.113,10.6,0.0,52
2022-11-17 15:40:40.071,10.5,0.0,53
2022-11-17 15:40:37.028,10.7,0.0,54
2022-11-17 15:40:33.984,10.7,0.0,53
2022-11-17 15:40:30.941,10.6,0.0,52
2022-11-17 15:40:27.897,10.7,0.0,50
2022-11-17 15:40:24.853,10.7,0.0,51
2022-11-17 15:40:21.809,10.7,0.0,51
2022-11-17 15:40:18.765,10.7,0.0,51
2022-11-17 15:40:15.722,10.7,0.0,50
2022-11-17 15:40:12.679,10.7,0.0,52
2022-11-17 15:40:09.636,10.5,0.0,53
2022-11-17 15:40:06.593,10.6,0.0,51
2022-11-17 15:40:03.551,10.7,0.0,52
2022-11-17 15:40:00.508,10.5,0.0,52
2022-11-17 15:39:57.463,10.6,0.0,52
2022-11-17 15:39:54.421,10.5,0.0,51
2022-11-17 15:39:51.378,10.4,0.0,53
2022-11-17 15:39:48.335,10.5,0.0,54
2022-11-17 15:39:45.292,10.6,0.0,53
2022-11-17 15:39:42.249,10.6,0.0,53
2022-11-17 15:39:39.205,10.7,0.0,54
2022-11-17 15:39:36.161,10.5,0.0,54
2022-11-17 15:39:33.116,10.6,0.0,54
2022-11-17 15:39:30.074,10.6,0.0,55
2022-11-17 15:39:27.030,10.7,0.0,54
2022-11-17 15:39:23.987,10.6,0.0,53
2022-11-17 15:39:20.944,10.6,0.0,53
2022-11-17 15:39:17.900,10.6,0.0,51
2022-11-17 15:39:14.856,10.6,0.0,50
2022-11-17 15:39:11.813,10.5,0.0,50
2022-11-17 15:39:08.770,10.5,0.0,49
2022-11-17 15:39:05.727,10.6,0.0,50
2022-11-17 15:39:02.684,10.5,0.0,51
2022-11-17 15:38:59.641,10.6,0.0,51
2022-11-17 15:38:56.597,10.4,0.0,50
2022-11-17 15:38:53.554,10.5,0.0,51
2022-11-17 15:38:50.510,10.5,0.0,52
2022-11-17 15:38:47.468,10.4,0.0,51
2022-11-17 15:38:44.424,10.5,0.0,52
2022-11-17 15:38:41.381,10.5,0.0,51
2022-11-17 15:38:38.337,10.5,0.0,50
2022-11-17 15:38:35.294,10.4,0.0,44
2022-11-17 15:38:32.251,10.6,0.0,50
2022-11-17 15:38:29.208,10.5,0.0,49
2022-11-17 15:38:26.165,10.5,0.0,50
2022-11-17 15:38:23.122,10.5,0.0,50
2022-11-17 15:38:20.079,10.5,0.0,51
2022-11-17 15:38:17.036,10.6,0.0,50
2022-11-17 15:38:13.993,10.5,0.0,50
2022-11-17 15:38:10.948,10.6,0.0,50
2022-11-17 15:38:07.905,10.5,0.0,49
2022-11-17 15:38:04.861,10.6,0.0,50
2022-11-17 15:38:01.817,10.6,0.0,50
2022-11-17 15:37:58.772,10.5,0.0,50
2022-11-17 15:37:55.730,10.6,0.0,50
2022-11-17 15:37:52.686,10.6,0.0,50
2022-11-17 15:37:49.642,10.7,0.0,51
2022-11-17 15:37:46.598,10.7,0.0,49
2022-11-17 15:37:43.554,10.6,0.0,51
2022-11-17 15:37:40.510,10.7,0.0,52
2022-11-17 15:37:37.467,10.6,0.0,52
2022-11-17 15:37:34.424,10.6,0.0,52
2022-11-17 15:37:31.381,10.5,0.0,53
2022-11-17 15:37:28.337,10.6,0.0,52
2022-11-17 15:37:25.294,10.6,0.0,52
2022-11-17 15:37:22.251,10.7,0.0,52
2022-11-17 15:37:19.207,10.6,0.0,52
2022-11-17 15:37:16.164,10.7,0.0,50
2022-11-17 15:37:13.121,10.6,0.0,50
2022-11-17 15:37:10.078,10.6,0.0,52
2022-11-17 15:37:07.035,10.6,0.0,51
2022-11-17 15:37:03.991,10.7,0.0,51
2022-11-17 15:37:00.948,10.6,0.0,52
2022-11-17 15:36:57.904,10.5,0.0,52
2022-11-17 15:36:54.861,10.6,0.0,52
2022-11-17 15:36:51.817,10.6,0.0,53
2022-11-17 15:36:48.774,10.5,0.0,53
2022-11-17 15:36:45.732,10.7,0.0,53
2022-11-17 15:36:42.689,10.5,0.0,53
2022-11-17 15:36:39.645,10.6,0.0,52
2022-11-17 15:36:36.601,10.7,0.0,52
2022-11-17 15:36:33.556,10.6,0.0,53
2022-11-17 15:36:30.515,10.6,0.0,50
2022-11-17 15:36:27.471,10.6,0.0,51
2022-11-17 15:36:24.428,10.7,0.0,53
2022-11-17 15:36:21.384,10.6,0.0,53
2022-11-17 15:36:18.341,10.7,0.0,52
2022-11-17 15:36:15.298,10.6,0.0,51
2022-11-17 15:36:12.255,10.6,0.0,52
2022-11-17 15:36:09.212,10.6,0.0,51
2022-11-17 15:36:06.168,10.6,0.0,46
2022-11-17 15:36:03.125,10.5,0.0,52
2022-11-17 15:36:00.082,10.6,0.0,52
2022-11-17 15:35:57.040,10.6,0.0,51
2022-11-17 15:35:53.996,10.6,0.0,51
2022-11-17 15:35:50.953,10.6,0.0,52
2022-11-17 15:35:47.910,10.5,0.0,51
2022-11-17 15:35:44.867,10.5,0.0,52
2022-11-17 15:35:41.823,10.5,0.0,51
2022-11-17 15:35:38.779,10.5,0.0,51
2022-11-17 15:35:35.735,10.5,0.0,52
2022-11-17 15:35:32.692,10.4,0.0,52
2022-11-17 15:35:29.649,10.4,0.0,51
2022-11-17 15:35:26.606,10.5,0.0,51
2022-11-17 15:35:23.562,10.5,0.0,52
2022-11-17 15:35:20.518,10.4,0.0,52
2022-11-17 15:35:17.475,10.5,0.0,52
2022-11-17 15:35:14.431,10.5,0.0,51
2022-11-17 15:35:11.388,10.5,0.0,51
2022-11-17 15:35:08.345,10.4,0.0,51
2022-11-17 15:35:05.302,10.4,0.0,52
2022-11-17 15:35:02.259,10.5,0.0,51
2022-11-17 15:34:59.215,10.6,0.0,51
2022-11-17 15:34:56.172,10.6,0.0,52
2022-11-17 15:34:53.129,10.6,0.0,51
2022-11-17 15:34:50.086,10.6,0.0,51
2022-11-17 15:34:47.042,10.6,0.0,52
2022-11-17 15:34:43.998,10.5,0.0,51
2022-11-17 15:34:40.954,10.7,0.0,52
2022-11-17 15:34:37.911,10.6,0.0,53
2022-11-17 15:34:34.868,10.5,0.0,51
2022-11-17 15:34:31.824,10.7,0.0,51
2022-11-17 15:34:28.781,10.6,0.0,50
2022-11-17 15:34:25.738,10.5,0.0,49
2022-11-17 15:34:22.694,10.5,0.0,48
2022-11-17 15:34:19.650,10.4,0.0,51
2022-11-17 15:34:16.606,10.6,0.0,51
2022-11-17 15:34:13.564,10.6,0.0,52
2022-11-17 15:34:10.519,10.6,0.0,53
2022-11-17 15:34:07.476,10.5,0.0,53
2022-11-17 15:34:04.432,10.6,0.0,52
2022-11-17 15:34:01.389,10.5,0.0,53
2022-11-17 15:33:58.346,10.6,0.0,52
2022-11-17 15:33:55.302,10.5,0.0,53
2022-11-17 15:33:52.258,10.5,0.0,52
2022-11-17 15:33:49.214,10.6,0.0,52
2022-11-17 15:33:46.170,10.6,0.0,52
2022-11-17 15:33:43.126,10.6,0.0,50
2022-11-17 15:33:40.083,10.6,0.0,50
2022-11-17 15:33:37.039,10.6,0.0,50
2022-11-17 15:33:33.995,10.6,0.0,50
2022-11-17 15:33:30.951,10.4,0.0,50
2022-11-17 15:33:27.908,10.5,0.0,51
2022-11-17 15:33:24.865,10.5,0.0,50
2022-11-17 15:33:21.822,10.7,0.0,49
2022-11-17 15:33:18.779,10.6,0.0,50
2022-11-17 15:33:15.735,10.5,0.0,20
2022-11-17 15:33:12.693,10.5,0.0,49
2022-11-17 15:33:09.649,10.5,0.0,30
2022-11-17 15:33:06.605,10.6,0.0,47
2022-11-17 15:33:03.562,10.5,0.0,46
2022-11-17 15:33:00.519,10.5,0.0,49
2022-11-17 15:32:57.475,10.5,0.0,52
2022-11-17 15:32:54.432,10.4,0.0,52
2022-11-17 15:32:51.389,10.5,0.0,53
2022-11-17 15:32:48.345,10.6,0.0,52
2022-11-17 15:32:45.301,10.5,0.0,52
2022-11-17 15:32:42.258,10.5,0.0,50
2022-11-17 15:32:39.215,10.5,0.0,52
2022-11-17 15:32:36.172,10.5,0.0,50
2022-11-17 15:32:33.129,10.4,0.0,51
2022-11-17 15:32:30.086,10.4,0.0,51
2022-11-17 15:32:27.043,10.4,0.0,50
2022-11-17 15:32:24.000,10.6,0.0,48
2022-11-17 15:32:20.956,10.4,0.0,50
2022-11-17 15:32:17.914,10.4,0.0,49
2022-11-17 15:32:14.869,10.5,0.0,51
2022-11-17 15:32:11.826,10.6,0.0,52
2022-11-17 15:32:08.783,10.6,0.0,51
2022-11-17 15:32:05.739,10.5,0.0,50
2022-11-17 15:32:02.696,10.5,0.0,52
2022-11-17 15:31:59.652,10.5,0.0,50
2022-11-17 15:31:56.609,10.5,0.0,50
2022-11-17 15:31:53.565,10.5,0.0,52
2022-11-17 15:31:50.521,10.5,0.0,51
2022-11-17 15:31:47.477,10.4,0.0,52
2022-11-17 15:31:44.434,10.4,0.0,53
2022-11-17 15:31:41.392,10.3,0.0,52
2022-11-17 15:31:38.349,10.4,0.0,51
2022-11-17 15:31:35.304,10.5,0.0,52
2022-11-17 15:31:32.261,10.4,0.0,52
2022-11-17 15:31:29.219,10.3,0.0,51
2022-11-17 15:31:26.175,10.4,0.0,52
2022-11-17 15:31:23.131,10.5,0.0,51
2022-11-17 15:31:20.088,10.4,0.0,52
2022-11-17 15:31:17.045,10.5,0.0,51
2022-11-17 15:31:14.001,10.5,0.0,51
2022-11-17 15:31:10.958,10.5,0.0,51
2022-11-17 15:31:07.915,10.5,0.0,51
2022-11-17 15:31:04.871,10.4,0.0,52
2022-11-17 15:31:01.828,10.4,0.0,51
2022-11-17 15:30:58.785,10.4,0.0,52
2022-11-17 15:30:55.742,10.5,0.0,53
2022-11-17 15:30:52.699,10.4,0.0,53
2022-11-17 15:30:49.656,10.4,0.0,52
2022-11-17 15:30:46.613,10.4,0.0,51
2022-11-17 15:30:43.569,10.4,0.0,50
2022-11-17 15:30:40.525,10.4,0.0,52
2022-11-17 15:30:37.482,10.4,0.0,52
2022-11-17 15:30:34.439,10.4,0.0,53
2022-11-17 15:30:31.397,10.3,0.0,52
2022-11-17 15:30:28.352,10.4,0.0,50
2022-11-17 15:30:25.309,10.4,0.0,51
2022-11-17 15:30:22.267,10.3,0.0,50
2022-11-17 15:30:19.223,10.3,0.0,50
2022-11-17 15:30:16.180,10.4,0.0,51
2022-11-17 15:30:13.137,10.3,0.0,51
2022-11-17 15:30:10.094,10.3,0.0,51
2022-11-17 15:30:07.050,10.3,0.0,53
2022-11-17 15:30:04.007,10.2,0.0,54
2022-11-17 15:30:00.964,10.3,0.0,53
2022-11-17 15:29:57.921,10.3,0.0,53
2022-11-17 15:29:54.879,10.3,0.0,54
2022-11-17 15:29:51.835,10.3,0.0,53
2022-11-17 15:29:48.792,10.3,0.0,50
2022-11-17 15:29:45.750,10.2,0.0,52
2022-11-17 15:29:42.706,10.2,0.0,52
2022-11-17 15:29:39.663,10.1,0.0,52
2022-11-17 15:29:36.620,10.1,0.0,52
2022-11-17 15:29:33.576,10.2,0.0,53
2022-11-17 15:29:30.534,10.2,0.0,51
2022-11-17 15:29:27.491,10.3,0.0,51
2022-11-17 15:29:24.446,10.2,0.0,52
2022-11-17 15:29:21.403,10.3,0.0,52
2022-11-17 15:29:18.361,10.3,0.0,52
2022-11-17 15:29:15.316,10.2,0.0,53
2022-11-17 15:29:12.274,10.3,0.0,52
2022-11-17 15:29:09.231,10.4,0.0,50
2022-11-17 15:29:06.187,10.2,0.0,51
2022-11-17 15:29:03.143,10.3,0.0,51
2022-11-17 15:29:00.100,10.3,0.0,51
2022-11-17 15:28:57.057,10.3,0.0,51
2022-11-17 15:28:54.015,10.3,0.0,53
2022-11-17 15:28:50.971,10.2,0.0,52
2022-11-17 15:28:47.927,10.2,0.0,52
2022-11-17 15:28:44.885,10.2,0.0,52
2022-11-17 15:28:41.841,10.2,0.0,50
2022-11-17 15:28:38.798,10.2,0.0,51
2022-11-17 15:28:35.755,10.1,0.0,51
2022-11-17 15:28:32.711,10.3,0.0,50
2022-11-17 15:28:29.668,10.1,0.0,50
2022-11-17 15:28:26.624,10.1,0.0,51
2022-11-17 15:28:23.581,10.2,0.0,51
2022-11-17 15:28:20.537,10.2,0.0,52
2022-11-17 15:28:17.494,10.2,0.0,53
2022-11-17 15:28:14.450,10.2,0.0,51
2022-11-17 15:28:11.407,10.3,0.0,51
2022-11-17 15:28:08.364,10.2,0.0,51
2022-11-17 15:28:05.320,10.3,0.0,50
2022-11-17 15:28:02.277,10.1,0.0,50
2022-11-17 15:27:59.233,10.1,0.0,50
2022-11-17 15:27:56.191,10.2,0.0,51
2022-11-17 15:27:53.147,10.1,0.0,51
2022-11-17 15:27:50.104,10.1,0.0,52
2022-11-17 15:27:47.061,10.0,0.0,53
2022-11-17 15:27:44.018,10.1,0.0,52
2022-11-17 15:27:40.975,10.0,0.0,52
2022-11-17 15:27:37.932,10.1,0.0,51
2022-11-17 15:27:34.888,10.2,0.0,50
2022-11-17 15:27:31.845,10.3,0.0,50
2022-11-17 15:27:28.802,10.1,0.0,50
2022-11-17 15:27:25.758,10.2,0.0,51
2022-11-17 15:27:22.714,10.2,0.0,50
2022-11-17 15:27:19.670,10.1,0.0,51
2022-11-17 15:27:16.626,10.2,0.0,52
2022-11-17 15:27:13.582,10.3,0.0,52
2022-11-17 15:27:10.538,10.3,0.0,51
2022-11-17 15:27:07.495,10.2,0.0,51
2022-11-17 15:27:04.451,10.3,0.0,51
2022-11-17 15:27:01.408,10.3,0.0,51
2022-11-17 15:26:58.365,10.3,0.0,50
2022-11-17 15:26:55.323,10.4,0.0,51
2022-11-17 15:26:52.279,10.3,0.0,51
2022-11-17 15:26:49.235,10.3,0.0,50
2022-11-17 15:26:46.192,10.1,0.0,49
2022-11-17 15:26:43.148,10.3,0.0,52
2022-11-17 15:26:40.105,10.2,0.0,51
2022-11-17 15:26:37.062,10.3,0.0,50
2022-11-17 15:26:34.018,10.3,0.0,51
2022-11-17 15:26:30.974,10.2,0.0,52
2022-11-17 15:26:27.930,10.2,0.0,52
2022-11-17 15:26:24.887,10.2,0.0,53
2022-11-17 15:26:21.844,10.2,0.0,51
2022-11-17 15:26:18.802,10.2,0.0,52
2022-11-17 15:26:15.759,10.2,0.0,51
2022-11-17 15:26:12.716,10.2,0.0,50
2022-11-17 15:26:09.673,10.2,0.0,51
2022-11-17 15:26:06.630,10.2,0.0,50
2022-11-17 15:26:03.586,10.2,0.0,51
2022-11-17 15:26:00.543,10.3,0.0,52
2022-11-17 15:25:57.499,10.2,0.0,53
2022-11-17 15:25:54.456,10.1,0.0,53
2022-11-17 15:25:51.413,10.3,0.0,52
2022-11-17 15:25:48.368,10.2,0.0,51
2022-11-17 15:25:45.326,10.2,0.0,48
2022-11-17 15:25:42.282,10.1,0.0,48
2022-11-17 15:25:39.238,10.1,0.0,51
2022-11-17 15:25:36.195,10.3,0.0,52
2022-11-17 15:25:33.151,10.2,0.0,52
2022-11-17 15:25:30.108,10.1,0.0,52
2022-11-17 15:25:27.065,10.2,0.0,53
2022-11-17 15:25:24.021,10.1,0.0,53
2022-11-17 15:25:20.977,10.3,0.0,53
2022-11-17 15:25:17.933,10.2,0.0,50
2022-11-17 15:25:14.889,10.2,0.0,53
2022-11-17 15:25:11.846,10.2,0.0,54
2022-11-17 15:25:08.803,10.2,0.0,54
2022-11-17 15:25:05.760,10.2,0.0,54
2022-11-17 15:25:02.717,10.2,0.0,53
2022-11-17 15:24:59.674,10.2,0.0,54
2022-11-17 15:24:56.631,10.2,0.0,52
2022-11-17 15:24:53.588,10.2,0.0,51
2022-11-17 15:24:50.545,10.3,0.0,53
2022-11-17 15:24:47.502,10.2,0.0,53
2022-11-17 15:24:44.459,10.3,0.0,53
2022-11-17 15:24:41.416,10.4,0.0,53
2022-11-17 15:24:38.373,10.2,0.0,53
2022-11-17 15:24:35.330,10.2,0.0,52
2022-11-17 15:24:32.286,10.2,0.0,52
2022-11-17 15:24:29.243,10.2,0.0,53
2022-11-17 15:24:26.198,10.2,0.0,52
2022-11-17 15:24:23.154,10.1,0.0,52
2022-11-17 15:24:20.111,10.2,0.0,51
2022-11-17 15:24:17.067,10.2,0.0,51
2022-11-17 15:24:14.024,10.2,0.0,52
2022-11-17 15:24:10.981,10.2,0.0,52
2022-11-17 15:24:07.938,10.2,0.0,51
2022-11-17 15:24:04.894,10.2,0.0,52
2022-11-17 15:24:01.850,10.2,0.0,52
2022-11-17 15:23:58.806,10.2,0.0,51
2022-11-17 15:23:55.762,10.2,0.0,51
2022-11-17 15:23:52.719,10.2,0.0,51
2022-11-17 15:23:49.675,10.1,0.0,52
2022-11-17 15:23:46.632,10.1,0.0,53
2022-11-17 15:23:43.588,10.1,0.0,52
2022-11-17 15:23:40.544,10.1,0.0,53
2022-11-17 15:23:37.501,10.1,0.0,53
2022-11-17 15:23:34.458,10.1,0.0,52
2022-11-17 15:23:31.415,10.0,0.0,52
2022-11-17 15:23:28.371,9.9,0.0,52
2022-11-17 15:23:25.329,10.1,0.0,52
2022-11-17 15:23:22.286,10.0,0.0,51
2022-11-17 15:23:19.243,10.1,0.0,53
2022-11-17 15:23:16.199,10.1,0.0,55
2022-11-17 15:23:13.156,10.0,0.0,54
2022-11-17 15:23:10.114,10.0,0.0,54
2022-11-17 15:23:07.070,10.1,0.0,55
2022-11-17 15:23:04.026,10.1,0.0,54
2022-11-17 15:23:00.982,10.2,0.0,54
2022-11-17 15:22:57.938,10.2,0.0,54
2022-11-17 15:22:54.895,10.1,0.0,53
2022-11-17 15:22:51.852,10.1,0.0,51
2022-11-17 15:22:48.809,10.1,0.0,50
2022-11-17 15:22:45.766,10.1,0.0,49
2022-11-17 15:22:42.722,10.0,0.0,51
2022-11-17 15:22:39.678,10.0,0.0,51
2022-11-17 15:22:36.633,10.1,0.0,52
2022-11-17 15:22:33.590,10.0,0.0,53
2022-11-17 15:22:30.546,9.9,0.0,52
2022-11-17 15:22:27.503,10.1,0.0,52
2022-11-17 15:22:24.460,10.0,0.0,51
2022-11-17 15:22:21.418,10.0,0.0,52
2022-11-17 15:22:18.374,10.0,0.0,52
2022-11-17 15:22:15.331,10.1,0.0,51
2022-11-17 15:22:12.288,10.0,0.0,51
2022-11-17 15:22:09.244,10.0,0.0,50
2022-11-17 15:22:06.200,10.1,0.0,51
2022-11-17 15:22:03.157,10.0,0.0,52
2022-11-17 15:22:00.113,10.0,0.0,50
2022-11-17 15:21:57.070,10.0,0.0,51
2022-11-17 15:21:54.026,10.0,0.0,52
2022-11-17 15:21:50.983,10.0,0.0,53
2022-11-17 15:21:47.939,10.1,0.0,53
2022-11-17 15:21:44.895,10.0,0.0,53
2022-11-17 15:21:41.851,10.0,0.0,53
2022-11-17 15:21:38.807,10.0,0.0,52
2022-11-17 15:21:35.764,10.0,0.0,52
2022-11-17 15:21:32.721,10.2,0.0,52
2022-11-17 15:21:29.678,10.0,0.0,53
2022-11-17 15:21:26.634,9.9,0.0,51
2022-11-17 15:21:23.591,9.9,0.0,51
2022-11-17 15:21:20.548,10.0,0.0,51
2022-11-17 15:21:17.504,10.0,0.0,51
2022-11-17 15:21:14.461,10.0,0.0,50
2022-11-17 15:21:11.417,10.1,0.0,51
2022-11-17 15:21:08.373,10.1,0.0,51
2022-11-17 15:21:05.331,10.0,0.0,51
2022-11-17 15:21:02.288,10.0,0.0,53
2022-11-17 15:20:59.244,10.0,0.0,54
2022-11-17 15:20:56.200,10.0,0.0,53
2022-11-17 15:20:53.157,10.0,0.0,53
2022-11-17 15:20:50.114,9.9,0.0,53
2022-11-17 15:20:47.070,9.9,0.0,53
2022-11-17 15:20:44.026,9.9,0.0,51
2022-11-17 15:20:40.983,10.1,0.0,53
2022-11-17 15:20:37.939,9.9,0.0,53
2022-11-17 15:20:34.895,9.9,0.0,53
2022-11-17 15:20:31.851,9.9,0.0,53
2022-11-17 15:20:28.808,10.0,0.0,53
2022-11-17 15:20:25.766,9.8,0.0,53
2022-11-17 15:20:22.722,9.9,0.0,52
2022-11-17 15:20:19.680,9.9,0.0,50
2022-11-17 15:20:16.636,9.9,0.0,52
2022-11-17 15:20:13.593,9.9,0.0,53
2022-11-17 15:20:10.549,9.9,0.0,51
2022-11-17 15:20:07.505,9.8,0.0,51
2022-11-17 15:20:04.463,9.9,0.0,53
2022-11-17 15:20:01.419,9.9,0.0,52
2022-11-17 15:19:58.376,9.9,0.0,52
2022-11-17 15:19:55.332,9.9,0.0,54
2022-11-17 15:19:52.288,9.9,0.0,54
2022-11-17 15:19:49.244,9.9,0.0,54
2022-11-17 15:19:46.200,9.9,0.0,53
2022-11-17 15:19:43.156,9.9,0.0,53
2022-11-17 15:19:40.113,9.9,0.0,53
2022-11-17 15:19:37.070,9.9,0.0,54
2022-11-17 15:19:34.026,9.9,0.0,54
2022-11-17 15:19:30.983,10.0,0.0,54
2022-11-17 15:19:27.940,9.9,0.0,52
2022-11-17 15:19:24.896,9.9,0.0,52
2022-11-17 15:19:21.854,10.0,0.0,51
2022-11-17 15:19:18.810,10.0,0.0,52
